Lælie;le.li
loquetèrent;lɔ.kə.tɛʁ
loqueté;lɔ.kə.te
loquet;lɔ.kɛ
loqueta;lɔ.kə.ta
loquetai;lɔ.kə.te
loquetaient;lɔ.kə.tɛ
loquetais;lɔ.kə.tɛ
loquetait;lɔ.kə.tɛ
loquetant;lɔ.kə.tɑ̃
loquetas;lɔ.kə.ta
loquetasse;lɔ.kə.tas
loquetassent;lɔ.kə.tas
loquetasses;lɔ.kə.tas
loquetassiez;lɔ.kə.ta.sje
loquetassions;lɔ.kə.ta.sjɔ̃
loqueteau;lɔk.to
loqueteaux;lɔk.to
loqueter;lɔ.kə.te
loqueteuse;lɔk.tøz
loqueteuses;lɔk.tøz
loquetez;lɔ.kə.te
loquetiez;lɔ.kə.tje
loquetions;lɔ.kə.tjɔ̃
loquetons;lɔ.kə.tɔ̃
loquets;lɔ.kɛ
loquette;lɔ.kɛt
loquettent;lɔ.kɛt
loquettera;lɔ.kɛ.tə.ʁa
loquetterai;lɔ.kɛ.tə.ʁe
loquetteraient;lɔ.kɛ.tə.ʁɛ
loquetterais;lɔ.kɛ.tə.ʁɛ
loquetterait;lɔ.kɛ.tə.ʁɛ
loquetteras;lɔ.kɛ.tə.ʁa
loquetterez;lɔ.kɛ.tə.ʁe
loquetteriez;lɔ.kɛ.tə.ʁje
loquetterions;lɔ.kɛ.tə.ʁjɔ̃
loquetterons;lɔ.kɛ.tə.ʁɔ̃
loquetteront;lɔ.kɛ.tə.ʁɔ̃
loquettes;lɔ.kɛt
loquez;lɔ.ke
loqui;li.ʁa
loquiez;lɔ.kje
loquions;lɔ.kjɔ̃
loquons;lɔ.kɔ̃
loréalien;lɔ.ʁe.a.ljɛ̃
loréalienne;lɔ.ʁe.a.ljɛn
loréaliennes;lɔ.ʁe.a.ljɛn
loréaliens;lɔ.ʁe.a.ljɛ̃
lorétain;lɔ.ʁe.tɛ̃
lora;lɔ.ʁi
loranthacées;lɔ.ʁɑ̃.ta.se
lorazépam;lɔ.ʁa.ze.pam
lorazepam;lɔ.ʁa.ze.pam
lorcha;lɔʁ.ʃa
lord;lɔʁd
lordo;ɛm.pe.de
lordose;lɔʁ.doz
lords;lɔʁ
lore;lɔʁ
lorentzienne;lɔ.ʁɛn.tsjɛn
lorentziennes;lɔ.ʁɛn.tsjɛn
lorentziens;lɔ.ʁɛn.tsjɛ̃
loretain;lɔ.ʁə.tɛ̃
loretano;lo.ʁe.ta.no
lorettain;lɔ.ʁɛ.tɛ̃
lorette;ɛ̃.tɑ̃.pe.ʁe.mɑ̃
lorettes;lɔ.ʁɛt
lorettois;lɔ.ʁɛ.twa
loreymardénien;lɔ.ʁɛ.maʁ.de.njɛ̃
loreymardénienne;lɔ.ʁɛ.maʁ.de.njɛn
loreymardéniennes;lɔ.ʁɛ.maʁ.de.njɛn
loreymardéniens;lɔ.ʁɛ.maʁ.de.njɛ̃
lorg;lɔk
lorgnâmes;lɔʁ.ɲam
lorgnât;lɔʁ.ɲa
lorgnâtes;lɔʁ.ɲat
lorgnèrent;lɔʁ.ɲɛʁ
lorgné;lɔʁ.ɲe
lorgnée;lɔʁ.ɲe
lorgnées;lɔʁ.ɲe
lorgnés;lɔʁ.ɲe
lorgna;lɔʁ.ɲa
lorgnable;lɔʁ.ɲabl
lorgnables;lɔʁ.ɲabl
lorgnade;lɔʁ.ɲad
lorgnai;lɔʁ.ɲe
lorgnaient;lɔʁ.ɲɛ
lorgnais;lɔʁ.ɲɛ
lorgnait;lɔʁ.ɲɛ
lorgnant;lɔʁ.ɲɑ̃
lorgnas;lɔʁ.ɲa
lorgnasse;lɔʁ.ɲas
lorgnassent;lɔʁ.ɲas
lorgnasses;lɔʁ.ɲas
lorgnassiez;lɔʁ.ɲa.sje
lorgnassions;lɔʁ.ɲa.sjɔ̃
lorgne;lɔʁɲ
lorgnemens;lɔʁ.ɲə.mɑ̃
lorgnements;lɔʁ.ɲə.mɑ̃
lorgnent;lɔʁɲ
lorgner;lɔʁ.ɲe
lorgnera;lɔʁ.ɲə.ʁa
lorgnerai;lɔʁ.ɲə.ʁe
lorgneraient;lɔʁ.ɲə.ʁɛ
lorgnerais;lɔʁ.ɲə.ʁɛ
lorgnerait;lɔʁ.ɲə.ʁɛ
lorgneras;lɔʁ.ɲə.ʁa
lorgnerez;lɔʁ.ɲə.ʁe
lorgnerie;lɔʁ.ɲə.ʁi
lorgneriez;lɔʁ.ɲə.ʁje
lorgnerions;lɔʁ.ɲə.ʁjɔ̃
lorgnerons;lɔʁ.ɲə.ʁɔ̃
lorgneront;lɔʁ.ɲə.ʁɔ̃
lorgnes;lɔʁɲ
lorgnette;lɔʁ.ɲɛt
lorgnettes;lɔʁ.ɲɛt
lorgneur;lɔʁ.ɲœʁ
lorgneurs;lɔʁ.ɲœʁ
lorgneuse;lɔʁ.ɲøz
lorgneuses;lɔʁ.ɲøz
lorgnez;lɔʁ.ɲe
lorgniez;lɔʁ.ɲe
lorgnions;lɔʁ.ɲɔ̃
lorgnon;lɔʁ.ɲɔ̃
lorgnons;lɔʁ.ɲɔ̃
lori;lɔ.ʁi
loricaire;lɔ.ʁi.kɛʁ
lorientais;lɔ.ʁjɑ̃.tɛ
loriners;ɛ̃.tʁa.fa.mi.ljal
loriot;lɔ.ʁjo
loriots;lɔ.ʁjo
loriquet;lɔ.ʁi.kɛ
loriquets;lɔ.ʁi.kɛ
loris;lɔ.ʁi
lorkeboom;lɔ.ʒe
lormétazépam;lɔ.ʁa.ze.pam
lorman;lɔʁ.mɑ̃
lorno;li.no
lororum;lɔ.ʁi
lorraine;lɔ.ʁɛn
lorraines;lɔ.ʁɛn
lorrains;lɔ.ʁɛ̃
lorries;lɔ.ʁi
lorry;lɔ.ʁi
lorrys;lɔ.ʁi
lors;lɔʁ
lorsqu';lɔʁsk
lorsque;lɔʁsk
lortefeuillepem;lɔʁ.tə.fœj.pɛm
lortefeuillepems;lɔʁ.tə.fœj.pɛm
los;lo
losainge;lwi
losangèrent;lɔ.zɑ̃.ʒɛʁ
losangé;lɔ.zɑ̃.ʒe
losangée;lɔ.zɑ̃.ʒe
losangées;lɔ.zɑ̃.ʒe
losangés;lɔ.zɑ̃.ʒe
losangeâmes;lɔ.zɑ̃.ʒam
losangeât;lɔ.zɑ̃.ʒa
losangeâtes;lɔ.zɑ̃.ʒat
losange;lɔ.zɑ̃ʒ
losangea;lɔ.zɑ̃.ʒa
losangeai;lɔ.zɑ̃.ʒe
losangeaient;lɔ.zɑ̃.ʒɛ
losangeais;lɔ.zɑ̃.ʒɛ
losangeait;lɔ.zɑ̃.ʒɛ
losangeant;lɔ.zɑ̃.ʒɑ̃
losangeas;lɔ.zɑ̃.ʒa
losangeasse;lɔ.zɑ̃.ʒas
losangeassent;lɔ.zɑ̃.ʒas
losangeasses;lɔ.zɑ̃.ʒas
losangeassiez;lɔ.zɑ̃.ʒa.sje
losangeassions;lɔ.zɑ̃.ʒa.sjɔ̃
losangent;lɔ.zɑ̃ʒ
losangeons;lɔ.zɑ̃.ʒɔ̃
losanger;lɔ.zɑ̃.ʒe
losangera;lɔ.zɑ̃.ʒə.ʁa
losangerai;lɔ.zɑ̃.ʒə.ʁe
losangeraient;lɔ.zɑ̃.ʒə.ʁɛ
losangerais;lɔ.zɑ̃.ʒə.ʁɛ
losangerait;lɔ.zɑ̃.ʒə.ʁɛ
losangeras;lɔ.zɑ̃.ʒə.ʁa
losangerez;lɔ.zɑ̃.ʒə.ʁe
losangeriez;lɔ.zɑ̃.ʒə.ʁje
losangerions;lɔ.zɑ̃.ʒə.ʁjɔ̃
losangerons;lɔ.zɑ̃.ʒə.ʁɔ̃
losangeront;lɔ.zɑ̃.ʒə.ʁɔ̃
losanges;lɔ.zɑ̃ʒ
losangez;lɔ.zɑ̃.ʒe
losangiez;lɔ.zɑ̃.ʒje
losangions;lɔ.zɑ̃.ʒjɔ̃
losangique;lɔ.zɑ̃.ʒik
losengier;lɔ.zɑ̃.ʒje
loser;lu.zœʁ
loseron;lɔ.zə.ʁɔ̃
losers;lɔ.zɛʁ
loses;loz
loskadur;li
loskopen;lɔ.ʒe
loskoppelen;la.ʁa.mi.di
losmaken;lɔ.ʒe
losna;lɔ̃.ʒi.tyd
losnaise;lɔ.nɛz
lososa;lak.to.ʒɛn
lososi;lak.to.ʒɛn
lososové;li.bɛʁ.tin.mɑ̃
lososového;li.bɛʁ.tin.mɑ̃
lososovém;li.bɛʁ.tin.mɑ̃
lososovému;li.bɛʁ.tin.mɑ̃
lososovou;li.bɛʁ.tin.mɑ̃
losoval;ɛ.ʁan
lossan;lɔ.sɑ̃
losson;lɔ.sɔ̃
lotâmes;lɔ.tam
lotât;lɔ.ta
lotâtes;lɔ.tat
lotèrent;lɔ.tɛʁ
loté;lɔ.te
lotées;lɔ.te
lotîmes;lɔ.tim
lotît;lɔ.ti
lotîtes;lɔ.tit
lot;lo
lota;lɔ.ta
lotae;lɔ.ta
lotai;lɔ.te
lotaient;lɔ.tɛ
lotais;lɔ.tɛ
lotait;lɔ.tɛ
lotalite;lɔ.ta.lit
lotam;lɔ.ta
lotant;lɔ.tɑ̃
lotanta;lɔ.ta
lotarum;lɔ.ta
lotas;lɔ.ta
lotasse;lɔ.tas
lotassent;lɔ.tas
lotasses;lɔ.tas
lotassiez;lɔ.ta.sje
lotassions;lɔ.ta.sjɔ̃
lotaster;laʁ.tɔ̃
lotata;lɔ.ta
lote;lɔt
loteec;ɛ̃p.lo.ze
lotent;lɔt
loter;lɔ.te
lotera;lɔ.tə.ʁa
loterai;lɔ.tə.ʁe
loteraient;lɔ.tə.ʁɛ
loterais;lɔ.tə.ʁɛ
loterait;lɔ.tə.ʁɛ
loteras;lɔ.tə.ʁa
loterez;lɔ.tə.ʁe
loteria;lɔ.lo
loterie;lɔt.ʁi
loteries;lɔt.ʁi
loteriez;lɔ.tə.ʁje
loterions;lɔ.tə.ʁjɔ̃
loterons;lɔ.tə.ʁɔ̃
loteront;lɔ.tə.ʁɔ̃
lotes;lɔt
lotez;lɔ.te
lotharingisme;lɔ.ta.ʁɛ̃.ʒism
lotharingismes;lɔ.ta.ʁɛ̃.ʒism
lotharmeyerite;lɔ.taʁ.mɛ.jɛ.ʁit
loti;lɔ.ti
lotie;lɔ.ti
lotier;lɔ.tje
loties;lɔ.ti
lotiez;lɔ.tje
lotiforme;lo.ti.fɔʁm
lotinta;lɔ.ta
lotion;lo.sjɔ̃
lotionnâmes;lɔ.sjɔ.nam
lotionnât;lɔ.sjɔ.na
lotionnâtes;lɔ.sjɔ.nat
lotionnèrent;lɔ.sjɔ.nɛʁ
lotionné;lɔ.sjɔ.ne
lotionnée;lɔ.sjɔ.ne
lotionnées;lɔ.sjɔ.ne
lotionnés;lɔ.sjɔ.ne
lotionna;lɔ.sjɔ.na
lotionnai;lɔ.sjɔ.ne
lotionnaient;lɔ.sjɔ.nɛ
lotionnais;lɔ.sjɔ.nɛ
lotionnait;lɔ.sjɔ.nɛ
lotionnant;lɔ.sjɔ.nɑ̃
lotionnas;lɔ.sjɔ.na
lotionnasse;lɔ.sjɔ.nas
lotionnassent;lɔ.sjɔ.nas
lotionnasses;lɔ.sjɔ.nas
lotionnassiez;lɔ.sjɔ.na.sje
lotionnassions;lɔ.sjɔ.na.sjɔ̃
lotionne;lɔ.sjɔn
lotionnent;lɔ.sjɔn
lotionner;lɔ.sjɔ.ne
lotionnera;lɔ.sjɔ.nə.ʁa
lotionnerai;lɔ.sjɔ.nə.ʁe
lotionneraient;lɔ.sjɔ.nə.ʁɛ
lotionnerais;lɔ.sjɔ.nə.ʁɛ
lotionnerait;lɔ.sjɔ.nə.ʁɛ
lotionneras;lɔ.sjɔ.nə.ʁa
lotionnerez;lɔ.sjɔ.nə.ʁe
lotionneriez;lɔ.sjɔ.nə.ʁje
lotionnerions;lɔ.sjɔ.nə.ʁjɔ̃
lotionnerons;lɔ.sjɔ.nə.ʁɔ̃
lotionneront;lɔ.sjɔ.nə.ʁɔ̃
lotionnes;lɔ.sjɔn
lotionnez;lɔ.sjɔ.ne
lotionniez;lɔ.sjɔ.nje
lotionnions;lɔ.sjɔ.njɔ̃
lotionnons;lɔ.sjɔ.nɔ̃
lotions;lɔ.sjɔ̃
lotique;lɔ.tik
lotiques;lɔ.tik
lotir;lo.sjɔ̃
lotira;lɔ.ti.ʁa
lotirai;lɔ.ti.ʁe
lotiraient;lɔ.ti.ʁɛ
lotirais;lɔ.ti.ʁɛ
lotirait;lɔ.ti.ʁɛ
lotiras;lɔ.ti.ʁa
lotirent;lɔ.tiʁ
lotirez;lɔ.ti.ʁe
lotiriez;lɔ.ti.ʁje
lotirions;lɔ.ti.ʁjɔ̃
lotirons;lɔ.ti.ʁɔ̃
lotiront;lɔ.ti.ʁɔ̃
lotis;lɔ.ti
lotissage;lɔ.ti.saʒ
lotissaient;lɔ.ti.sɛ
lotissais;lɔ.ti.sɛ
lotissait;lɔ.ti.sɛ
lotissant;lɔ.ti.sɑ̃
lotisse;lɔ.tis
lotissemens;lɔ.tis.mɑ̃
lotissement;lɔ.tis.mɑ̃
lotissements;lɔ.tis.mɑ̃
lotissent;lɔ.tis
lotisses;lɔ.tis
lotisseur;luv.ɡa.ʁu
lotissez;lɔ.ti.se
lotissiez;lɔ.ti.sje
lotissions;lɔ.ti.sjɔ̃
lotissons;lɔ.ti.sɔ̃
lotit;lɔ.ti
lotita;lɔ.ta
loto;lo.to
lotoire;lɔ.twaʁ
lotons;lɔ.tɔ̃
lotonta;lɔ.ta
lotophage;lo.to.faʒ
lotophages;lo.to.faʒ
lotor;lɔ.tɔʁ
lotorum;lɔ.ta
lotos;lo.tos
lotota;lɔ.ta
lots;lo
lotsverbetering;ɛ̃.di.ɡo.tin
lotte;lɔt
lotteri;lit
lottes;lɔt
lotti;ɛ̃dɔlik
lottiid;ɛ̃dɔlik
lottiide;ɛ̃dɔlik
lottiiguin;ɛ̃dɔlik
lottiin;ɛ̃dɔlik
lottinoplastie;lɔ.ti.nop.las.ti
lottis;ɛ̃dɔlik
lotus;lo.tys
lotuses;lɔ.bɔ.tɔ.mi
louâmes;lwam
louât;lwa
louâtes;lwat
louèrent;lwɛʁ
loué;lwe
louée;lwe
louées;lwe
loués;lwe
lou;lɔ.lo
loua;lwa
louable;lu.abl
louables;lu.abl
louage;luaʒ
louageur;lu.a.ʒœʁ
louai;lwe
louaient;lwɛ
louais;lwɛ
louait;lwɛ
louangèrent;lwɑ̃.ʒɛʁ
louangé;lwɑ̃.ʒe
louangée;lwɑ̃.ʒe
louangées;lwɑ̃.ʒe
louangés;lwɑ̃.ʒe
louangeâmes;lwɑ̃.ʒam
louangeât;lwɑ̃.ʒa
louangeâtes;lwɑ̃.ʒat
louange;lwɑ̃ʒ
louangea;lwɑ̃.ʒa
louangeai;lwɑ̃.ʒe
louangeaient;lwɑ̃.ʒɛ
louangeais;lwɑ̃.ʒɛ
louangeait;lwɑ̃.ʒɛ
louangeant;lwɑ̃.ʒɑ̃
louangeas;lwɑ̃.ʒa
louangeasse;lwɑ̃.ʒas
louangeassent;lwɑ̃.ʒas
louangeasses;lwɑ̃.ʒas
louangeassiez;lwɑ̃.ʒa.sje
louangeassions;lwɑ̃.ʒa.sjɔ̃
louangent;lwɑ̃ʒ
louangeons;lwɑ̃.ʒɔ̃
louanger;lwɑ̃.ʒe
louangera;lwɑ̃.ʒə.ʁa
louangerai;lwɑ̃.ʒə.ʁe
louangeraient;lwɑ̃.ʒə.ʁɛ
louangerais;lwɑ̃.ʒə.ʁɛ
louangerait;lwɑ̃.ʒə.ʁɛ
louangeras;lwɑ̃.ʒə.ʁa
louangerez;lwɑ̃.ʒə.ʁe
louangeriez;lwɑ̃.ʒə.ʁje
louangerions;lwɑ̃.ʒə.ʁjɔ̃
louangerons;lwɑ̃.ʒə.ʁɔ̃
louangeront;lwɑ̃.ʒə.ʁɔ̃
louanges;lwɑ̃ʒ
louangeur;lwɑ̃.ʒe
louangeurs;lwɑ̃.ʒœʁ
louangeuse;lwɑ̃.ʒøz
louangeuses;lwɑ̃.ʒøz
louangez;lwɑ̃.ʒe
louangiez;lwɑ̃.ʒje
louangions;lwɑ̃.ʒjɔ̃
louant;lwɑ̃
louas;lwa
louasse;lwas
louassent;lwas
louasses;lwas
louassiez;lwa.sje
louassions;lwa.sjɔ̃
loubarde;lu.baʁd
loubardes;lu.baʁd
loubards;lu.baʁ
loubavitch;lu.ba.vitʃ
loubine;lu.bin
loubines;lu.bin
louchâmes;lu.ʃam
louchât;lu.ʃa
louchâtes;lu.ʃat
louchèrent;lu.ʃɛʁ
louché;lu.ʃe
louchébem;lu.ʃe.bɛm
louchée;le.ɡa.liz
louchîmes;lu.ʃim
louchît;lu.ʃi
louchîtes;lu.ʃit
loucha;lu.ʃa
louchai;lu.ʃe
louchaient;lu.ʃɛ
louchais;lu.ʃɛ
louchait;lu.ʃɛ
louchant;lu.ʃɑ̃
louchas;lu.ʃa
louchasse;lu.ʃas
louchassent;lu.ʃas
louchasses;lu.ʃas
louchassiez;lu.ʃa.sje
louchassions;lu.ʃa.sjɔ̃
louche;luʃ
louchement;luʃ.mɑ̃
louchements;luʃ.mɑ̃
louchent;luʃ
loucher;lɔ.ʒabl
louchera;lu.ʃə.ʁa
loucherai;lu.ʃə.ʁe
loucheraient;lu.ʃə.ʁɛ
loucherais;lu.ʃə.ʁɛ
loucherait;lu.ʃə.ʁɛ
loucheras;lu.ʃə.ʁa
loucherbem;lu.ʃe.bɛm
loucherez;lu.ʃə.ʁe
loucherie;lu.ʃə.ʁi
loucheriez;lu.ʃə.ʁje
loucherions;lu.ʃə.ʁjɔ̃
loucherons;lu.ʃə.ʁɔ̃
loucheront;lu.ʃə.ʁɔ̃
louches;luʃ
louchet;lu.ʃɛ
loucheuse;lu.ʃøz
louchez;lu.ʃe
louchi;lu.ʃi
louchiez;lu.ʃje
louchions;lu.ʃjɔ̃
louchir;lu.ʃiʁ
louchira;lu.ʃi.ʁa
louchirai;lu.ʃi.ʁe
louchiraient;lu.ʃi.ʁɛ
louchirais;lu.ʃi.ʁɛ
louchirait;lu.ʃi.ʁɛ
louchiras;lu.ʃi.ʁa
louchirent;lu.ʃiʁ
louchirez;lu.ʃi.ʁe
louchiriez;lu.ʃi.ʁje
louchirions;lu.ʃi.ʁjɔ̃
louchirons;lu.ʃi.ʁɔ̃
louchiront;lu.ʃi.ʁɔ̃
louchis;lu.ʃi
louchissaient;lu.ʃi.sɛ
louchissais;lu.ʃi.sɛ
louchissait;lu.ʃi.sɛ
louchissant;lu.ʃi.sɑ̃
louchisse;lu.ʃis
louchissent;lu.ʃis
louchisses;lu.ʃis
louchissez;lu.ʃi.se
louchissiez;lu.ʃi.sje
louchissions;lu.ʃi.sjɔ̃
louchissons;lu.ʃi.sɔ̃
louchit;lu.ʃi
louchois;lu.ʃwa
louchoise;lu.ʃwaz
louchoises;lu.ʃwaz
louchon;lu.ʃɔ̃
louchons;lu.ʃɔ̃
louco;lɔ̃.ʒi.tyd
loudière;lu.djɛʁ
loudmouths;la.ma.zʁi
loue;lu
louent;lu
louer;lwe
louera;lu.ʁa
louerai;lu.ʁe
loueraient;lu.ʁɛ
louerais;lu.ʁɛ
louerait;lu.ʁɛ
loueras;lu.ʁa
louerez;lu.ʁe
loueriez;lu.ʁje
louerions;lu.ʁjɔ̃
louerons;lu.ʁɔ̃
loueront;lu.ʁɔ̃
loues;lu
louet;li
loueur;lwœʁ
loueurs;lwœʁ
loueuse;lwøz
loueuses;lwøz
louez;lwe
loufâmes;lu.fam
loufât;lu.fa
loufâtes;lu.fat
loufèrent;lu.fɛʁ
loufé;lu.fe
loufa;lu.fa
loufai;lu.fe
loufaient;lu.fɛ
loufais;lu.fɛ
loufait;lu.fɛ
loufant;lu.fɑ̃
loufas;lu.fa
loufasse;lu.fas
loufassent;lu.fas
loufasses;lu.fas
loufassiez;lu.fa.sje
loufassions;lu.fa.sjɔ̃
loufe;luf
loufent;luf
loufer;lu.fe
loufera;lu.fə.ʁa
louferai;lu.fə.ʁe
louferaient;lu.fə.ʁɛ
louferais;lu.fə.ʁɛ
louferait;lu.fə.ʁɛ
louferas;lu.fə.ʁa
louferez;lu.fə.ʁe
louferiez;lu.fə.ʁje
louferions;lu.fə.ʁjɔ̃
louferons;lu.fə.ʁɔ̃
louferont;lu.fə.ʁɔ̃
loufes;luf
loufez;lu.fe
loufiat;lu.fja
loufiats;lu.fja
loufiez;lu.fje
loufions;lu.fjɔ̃
loufoc;lu.fɔk
loufons;lu.fɔ̃
loufoque;lu.fɔk
loufoquerie;lu.fɔk.ʁi
loufoqueries;lu.fɔk.ʁi
loufoques;lu.fɔk
loufton;luf.tɔ̃
louiez;lu.je
louions;lu.jɔ̃
louis;lwi
louisette;lwi.zɛt
louisianisâmes;lwi.zja.ni.zam
louisianisât;lwi.zja.ni.za
louisianisâtes;lwi.zja.ni.zat
louisianisèrent;lwi.zja.ni.zɛʁ
louisianisé;lwi.zja.ni.ze
louisianisée;lwi.zja.ni.ze
louisianisées;lwi.zja.ni.ze
louisianisés;lwi.zja.ni.ze
louisianisa;lwi.zja.ni.za
louisianisai;lwi.zja.ni.ze
louisianisaient;lwi.zja.ni.zɛ
louisianisais;lwi.zja.ni.zɛ
louisianisait;lwi.zja.ni.zɛ
louisianisant;lwi.zja.ni.zɑ̃
louisianisas;lwi.zja.ni.za
louisianisasse;lwi.zja.ni.zas
louisianisassent;lwi.zja.ni.zas
louisianisasses;lwi.zja.ni.zas
louisianisassiez;lwi.zja.ni.za.sje
louisianisassions;lwi.zja.ni.za.sjɔ̃
louisianisation;lwi.zja.ni.za.sjɔ̃
louisianise;lwi.zja.niz
louisianisent;lwi.zja.niz
louisianiser;lwi.zja.ni.ze
louisianisera;lwi.zja.ni.zə.ʁa
louisianiserai;lwi.zja.ni.zə.ʁe
louisianiseraient;lwi.zja.ni.zə.ʁɛ
louisianiserais;lwi.zja.ni.zə.ʁɛ
louisianiserait;lwi.zja.ni.zə.ʁɛ
louisianiseras;lwi.zja.ni.zə.ʁa
louisianiserez;lwi.zja.ni.zə.ʁe
louisianiseriez;lwi.zja.ni.zə.ʁje
louisianiserions;lwi.zja.ni.zə.ʁjɔ̃
louisianiserons;lwi.zja.ni.zə.ʁɔ̃
louisianiseront;lwi.zja.ni.zə.ʁɔ̃
louisianises;lwi.zja.niz
louisianisez;lwi.zja.ni.ze
louisianisiez;lwi.zja.ni.zje
louisianisions;lwi.zja.ni.zjɔ̃
louisianisons;lwi.zja.ni.zɔ̃
louisine;lwi.zin
louisines;lwi.zin
louisquatorzien;lwi.ka.tɔʁ.zjɛ̃
loukoum;lu.kum
loukoums;lu.kum
loulou;lu.lu
loulous;lu.lu
louloute;lu.lut
louloutes;lu.lut
lounge;launʒ
lounged;lajk
lounges;launʒ
loungest;lajk
loungeth;lajk
lounging;lajk
louons;lwɔ̃
loupâmes;lu.pam
loupât;lu.pa
loupâtes;lu.pat
loupèrent;lu.pɛʁ
loupé;lu.pe
loupée;lu.pe
loupées;lu.pe
loupés;lu.pe
loup;lu
loupa;lu.pa
loupai;lu.pe
loupaient;lu.pɛ
loupais;lu.pɛ
loupait;lu.pɛ
loupant;lu.pɑ̃
loupas;lu.pa
loupasse;lu.pas
loupassent;lu.pas
loupasses;lu.pas
loupassiez;lu.pa.sje
loupassions;lu.pa.sjɔ̃
loupe;lup
loupent;lup
louper;lu.pe
loupera;lu.pə.ʁa
louperai;lu.pə.ʁe
louperaient;lu.pə.ʁɛ
louperais;lu.pə.ʁɛ
louperait;lu.pə.ʁɛ
louperas;lu.pə.ʁa
louperez;lu.pə.ʁe
louperiez;lu.pə.ʁje
louperions;lu.pə.ʁjɔ̃
louperons;lu.pə.ʁɔ̃
louperont;lu.pə.ʁɔ̃
loupes;lup
loupette;lu.pɛt
loupeur;lu.pœʁ
loupeux;lu.pø
loupez;lu.pe
loupiez;lu.pje
loupions;lu.pjɔ̃
loupiot;lu.pjo
loupiote;lu.pjɔt
loupiotes;lu.pjɔt
loupiots;lu.pjo
loupiotte;lu.pjɔt
loupiottes;lu.pjɔt
loupons;lu.pɔ̃
loups;lu
lourâmes;lu.ʁam
lourât;lu.ʁa
lourâtes;lu.ʁat
lourèrent;lu.ʁɛʁ
louré;lu.ʁe
lourée;lu.ʁe
lourées;lu.ʁe
lourés;lu.ʁe
loura;lu.ʁa
lourai;lu.ʁe
louraient;lu.ʁɛ
lourais;lu.ʁɛ
lourait;lu.ʁɛ
lourant;lu.ʁɑ̃
louras;lu.ʁa
lourasse;lu.ʁas
lourassent;lu.ʁas
lourasses;lu.ʁas
lourassiez;lu.ʁa.sje
lourassions;lu.ʁa.sjɔ̃
lourdâmes;luʁ.dam
lourdât;luʁ.da
lourdâtes;luʁ.dat
lourdèrent;luʁ.dɛʁ
lourdé;luʁ.de
lourdée;luʁ.de
lourdées;luʁ.de
lourdés;luʁ.de
lourd;luʁ
lourda;luʁ.da
lourdai;luʁ.de
lourdaient;luʁ.dɛ
lourdais;luʁ.dɛ
lourdait;luʁ.dɛ
lourdant;luʁ.dɑ̃
lourdas;luʁ.da
lourdasse;luʁ.das
lourdassent;luʁ.das
lourdasses;luʁ.das
lourdassiez;luʁ.da.sje
lourdassions;luʁ.da.sjɔ̃
lourdaud;luʁ.do
lourdaude;luʁ.dod
lourdaudes;luʁ.dɔd
lourdauds;luʁ.do
lourde;luʁd
lourdement;luʁ.də.mɑ̃
lourdent;luʁd
lourder;luʁ.de
lourdera;luʁ.də.ʁa
lourderai;luʁ.də.ʁe
lourderaient;luʁ.də.ʁɛ
lourderais;luʁ.də.ʁɛ
lourderait;luʁ.də.ʁɛ
lourderas;luʁ.də.ʁa
lourderez;luʁ.də.ʁe
lourderiez;luʁ.də.ʁje
lourderions;luʁ.də.ʁjɔ̃
lourderons;luʁ.də.ʁɔ̃
lourderont;luʁ.də.ʁɔ̃
lourdes;luʁd
lourdeur;luʁ.dœʁ
lourdeurs;luʁ.dœʁ
lourdez;luʁ.de
lourdiez;luʁ.dje
lourdingue;luʁ.dɛ̃ɡ
lourdingues;luʁ.dɛ̃ɡ
lourdions;luʁ.djɔ̃
lourdise;luʁ.diz
lourdises;luʁ.diz
lourdons;luʁ.dɔ̃
lourds;luʁ
loure;luʁ
loureiro;lɔ̃.ʒi.tyd
lourent;luʁ
lourer;lu.ʁe
lourera;lu.ʁə.ʁa
lourerai;lu.ʁə.ʁe
loureraient;lu.ʁə.ʁɛ
lourerais;lu.ʁə.ʁɛ
lourerait;lu.ʁə.ʁɛ
loureras;lu.ʁə.ʁa
lourerez;lu.ʁə.ʁe
loureriez;lu.ʁə.ʁje
lourerions;lu.ʁə.ʁjɔ̃
lourerons;lu.ʁə.ʁɔ̃
loureront;lu.ʁə.ʁɔ̃
loures;luʁ
lourez;lu.ʁe
louriez;lu.ʁje
lourions;lu.ʁjɔ̃
louro;lɔ̃.ʒi.tyd
lourons;lu.ʁɔ̃
lous;li
lousse;lus
lousté;lus.te
loustic;lus.tik
loustics;lus.tik
loustoni;li
loutre;lutʁ
loutres;lutʁ
loutrier;lu.tʁi.je
loutriers;lu.tʁi.je
loutron;lu.tʁɔ̃
loutrons;lu.tʁɔ̃
loutrophore;lu.tʁo.fɔʁ
louvâmes;lu.vam
louvât;lu.va
louvâtes;lu.vat
louvèrent;lu.vɛʁ
louvète;lu.vɛt
louvètent;lu.vɛt
louvètera;lu.vɛ.tə.ʁa
louvèterai;lu.vɛ.tə.ʁe
louvèteraient;lu.vɛ.tə.ʁɛ
louvèterais;lu.vɛ.tə.ʁɛ
louvèterait;lu.vɛ.tə.ʁɛ
louvèteras;lu.vɛ.tə.ʁa
louvèterez;lu.vɛ.tə.ʁe
louvèterie;lu.vɛ.tʁi
